# clusterName       ra        dec       l         b         r50     nbstars pmra      pmdec     par     d05       d16       dmode     d84       d95       Rgc       distance_Kharchenko logt_Kharchenko rc_Kharchenko rt_Kharchenko FeH_Kharchenko	FeH_synth
  Pismis_Moreno_1   334.695   63.251    106.713   5.293     0.075   63     -2.301    -2.251    1.051   920.1     922.4     926.1     929.5     932.1     8650.4    800.0         7.4           0.84          5.09          ""           	0.02683
  Platais_10        205.22    -59.271   309.22    2.996     0.485   21     -30.591   -10.215   4.158   238.1     238.4     238.8     239.3     239.6     8191.3    246.0         8.34          1.14          4.44          ""           	0.07847875
  Platais_3         69.976    71.28     139.221   16.068    1.723   90     3.616     -20.931   5.62    176.8     176.9     177.0     177.1     177.2     8469.6    170.0         8.8           5.1           8.08          ""           	0.04717
  Platais_8         136.718   -58.685   277.121   -7.576    2.716   211    -15.596   14.474    7.415   134.3     134.3     134.3     134.4     134.4     8324.5    141.0         7.75          1.14          3.29          -0.292       	0.06349375
  Platais_9         139.241   -43.862   267.362   3.707     1.595   128    -24.705   13.333    5.463   181.8     181.9     181.9     181.9     181.9     8350.3    200.0         8.09          ""            ""            ""           	0.06059125
  Riddle_4          31.862    60.26     132.23    -1.232    0.037   53     -0.757    -0.451    0.339   2661.9    2684.2    2719.4    2754.7    2778.8    10364.7   2200.0        7.35          0.78          3.57          ""           	-0.16602875
  Roslund_2         296.261   23.977    60.205    -0.182    0.16    134    -1.741    -5.115    0.463   2013.6    2021.1    2031.8    2042.5    2049.9    7539.5    1668.0        6.78          5.25          9.02          ""           	0.1
  Roslund_3         299.695   20.509    58.843    -4.685    0.081   112    -0.386    -5.108    0.585   1617.1    1622.0    1629.0    1636.7    1641.6    7627.6    1582.0        7.7           0.48          4.58          ""           	0.1
  Roslund_4         301.199   29.196    66.954    -1.262    0.061   50     -2.166    -5.057    0.423   2173.6    2188.3    2211.6    2234.8    2250.8    7746.4    2096.0        6.6           1.88          9.02          ""           	0.1
  Roslund_5         302.641   33.751    71.451    0.166     0.378   164    1.981     -1.164    1.831   536.6     537.0     537.7     538.2     538.7     8184.8    508.0         7.57          1.66          5.4           ""           	0.07921
  Roslund_6         307.185   39.798    78.495    0.585     1.004   249    5.875     2.155     2.809   351.9     352.1     352.3     352.5     352.7     8276.9    544.0         8.67          0.84          2.83          ""           	0.06884875
  Roslund_7         313.196   37.847    79.817    -4.312    0.46    151    1.729     -0.36     0.78    1231.4    1233.9    1236.7    1240.0    1242.0    8212.2    736.0         8.6           2.46          5.65          ""           	0.0761275
  Ruprecht_100      181.52    -62.624   297.745   -0.21     0.047   67     -8.255    0.898     0.253   3478.2    3509.8    3550.9    3598.4    3630.0    7388.6    2589.0        8.6           2.45          14.03         ""           	0.1
  Ruprecht_101      182.398   -62.995   298.203   -0.508    0.083   308    -9.521    0.479     0.272   3285.8    3299.4    3318.5    3337.6    3354.0    7376.3    2856.0        8.87          1.54          17.39         ""           	0.1
  Ruprecht_102      183.393   -62.719   298.609   -0.166    0.032   51     -4.109    0.293     0.305   2927.5    2955.4    2997.2    3039.0    3069.2    7389.2    1609.0        7.5           1.46          7.27          ""           	0.1
  Ruprecht_105      188.694   -61.592   300.951   1.215     0.106   54     -5.986    -0.001    0.46    2023.1    2032.7    2046.7    2059.6    2069.2    7495.9    1250.0        9.1           1.39          6.83          ""           	0.1
  Ruprecht_107      199.937   -64.944   305.925   -2.237    0.033   62     -5.845    -1.622    0.237   3642.7    3687.0    3755.2    3823.4    3871.2    6849.3    1454.0        8.235         0.3           2.21          ""           	0.1
  Ruprecht_108      203.002   -58.509   308.223   3.945     0.106   44     -9.025    -2.323    0.977   985.4     989.0     994.2     999.3     1003.0    7765.5    935.0         8.675         0.66          5.56          ""           	0.1
  Ruprecht_10       106.626   -20.125   232.571   -5.854    0.047   30     -0.849    0.564     0.435   2106.6    2125.5    2153.1    2182.0    2202.1    9790.7    2345.0        8.8           1.22          11.15         ""           	-0.10145375
  Ruprecht_111      219.01    -59.975   315.672   0.284     0.089   146    -7.214    -6.113    0.666   1430.6    1434.4    1439.2    1444.1    1447.4    7379.3    1560.0        8.92          1.34          7.06          ""           	0.1
  Ruprecht_112      224.256   -62.56    316.844   -3.13     0.113   424    -4.421    -4.23     0.322   2826.6    2834.8    2849.2    2861.5    2871.8    6559.9    1764.0        8.74          1.98          8.28          ""           	0.1
  Ruprecht_115      243.215   -52.393   330.963   -0.844    0.052   122    -4.333    -4.546    0.366   2485.7    2503.7    2529.9    2556.1    2574.1    6250.1    1948.0        9.135         2.22          6.08          ""           	0.1
  Ruprecht_117      245.888   -51.879   332.496   -1.621    0.056   100    -0.474    -2.234    0.276   3211.1    3236.3    3275.5    3317.5    3345.5    5642.2    937.0         8.95          0.28          3.04          ""           	0.1
  Ruprecht_119      247.039   -51.5     333.265   -1.869    0.094   112    -1.3      -3.413    0.433   2135.0    2146.8    2163.3    2181.0    2192.8    6482.4    1105.0        8.435         0.87          5.56          ""           	0.1
  Ruprecht_121      250.436   -46.159   338.712   0.094     0.101   396    -1.073    -2.569    0.462   2022.3    2027.7    2036.2    2044.8    2051.2    6485.0    1239.0        8.425         1.83          8.33          ""           	0.1
  Ruprecht_126      263.783   -34.306   354.265   -0.958    0.051   91     -0.457    -3.295    0.244   3547.8    3590.5    3654.6    3722.2    3768.4    4718.4    2325.0        8.875         2.03          7.55          ""           	0.1
  Ruprecht_127      264.462   -36.309   352.872   -2.502    0.061   78     -0.297    -2.266    0.385   2369.4    2386.8    2414.4    2440.6    2459.5    5954.0    1435.0        7.55          0.75          4.9           ""           	0.1
  Ruprecht_128      266.063   -34.879   354.777   -2.853    0.057   197    1.889     -1.262    0.498   1875.7    1884.3    1898.5    1911.8    1922.2    6454.0    2486.0        9.2           1.04          5.51          ""           	0.1
  Ruprecht_130      266.9     -30.098   359.231   -0.971    0.037   54     0.477     -1.795    0.389   2315.6    2345.9    2394.1    2443.7    2479.5    5946.5    3334.0        8.52          2.51          8.23          ""           	0.1
  Ruprecht_134      268.184   -29.537   0.284     -1.64     0.055   118    -1.653    -2.432    0.391   2327.0    2347.5    2379.6    2411.8    2435.2    5961.4    6664.0        7.88          3.33          24.6          ""           	0.1
  Ruprecht_135      269.511   -11.646   16.405    6.269     0.072   56     1.42      -1.415    0.901   1062.6    1067.8    1075.1    1083.0    1087.8    7321.1    3497.0        9.5           1.71          6.03          ""           	0.1
  Ruprecht_138      269.984   -24.665   5.302     -0.576    0.057   121    0.248     -1.147    0.369   2473.8    2488.9    2514.0    2539.2    2557.7    5841.5    1134.0        8.9           1.12          3.36          ""           	0.1
  Ruprecht_143      278.174   -12.148   20.002    -1.426    0.045   106    0.722     -1.086    0.323   2773.9    2800.9    2842.4    2886.0    2915.1    5752.6    2062.0        8.65          0.92          7.51          ""           	0.1
  Ruprecht_144      278.437   -11.425   20.762    -1.321    0.15    58     0.142     -0.876    0.555   1679.1    1691.4    1711.7    1731.2    1745.0    6767.1    1649.0        8.795         1.22          6.87          ""           	0.1
  Ruprecht_145      282.636   -18.27    16.464    -8.027    0.33    229    8.329     -4.08     1.651   593.2     594.1     595.2     596.3     597.1     7776.6    770.0         8.9           2.22          5.6           -0.127       	0.1
  Ruprecht_147      289.087   -16.333   20.93     -12.76    0.652   174    -0.939    -26.576   3.25    304.5     304.7     305.0     305.3     305.5     8062.9    270.0         9.33          6.51          6.76          ""           	0.09292375
  Ruprecht_148      71.638    44.711    160.359   -0.403    0.043   45     -0.153    -1.076    0.26    3338.0    3386.1    3461.1    3542.2    3599.3    11657.9   2800.0        7.725         0.41          8.32          ""           	-0.31151375
  Ruprecht_151      115.315   -16.279   233.079   3.236     0.113   41     -4.272    3.242     0.867   1104.3    1108.8    1115.6    1122.1    1126.7    9053.0    1490.0        8.15          0.86          6.16          -0.102       	-0.0184625
  Ruprecht_161      152.4     -61.259   284.698   -4.255    0.377   83     -10.391   3.742     1.086   893.2     894.9     897.3     899.8     901.5     8159.0    976.0         8.45          1.01          4.85          ""           	0.0821125
  Ruprecht_164      172.616   -60.752   293.198   0.58      0.044   159    -6.83     1.321     0.194   4391.9    4426.3    4475.4    4529.5    4568.8    7757.5    1297.0        7.7           0.87          6.44          ""           	0.1
  Ruprecht_167      215.15    -58.858   314.252   2.04      0.179   89     -8.205    -4.838    0.613   1542.0    1547.8    1556.9    1566.0    1573.2    7339.4    1609.0        7.245         1.71          8.01          ""           	0.1
  Ruprecht_16       110.798   -19.48    233.811   -2.074    0.071   62     -2.174    2.501     0.304   2929.0    2957.9    3001.4    3049.7    3081.1    10396.8   1701.0        8.65          0.71          4.6           ""           	-0.16964
  Ruprecht_170      276.335   -9.995    21.071    1.172     0.071   96     0.452     -0.132    0.463   2003.3    2015.4    2033.1    2050.7    2063.9    6484.6    5785.0        6.0           2.72          21.47         ""           	0.1
  Ruprecht_171      278.012   -16.062   16.452    -3.089    0.113   739    7.677     1.091     0.62    1534.3    1536.7    1540.4    1544.1    1547.2    6878.6    1159.0        9.55          1.08          3.4           ""           	0.1
  Ruprecht_172      302.888   35.603    73.112    1.01      0.041   96     -2.034    -3.668    0.259   3410.0    3435.4    3473.4    3508.3    3533.7    8049.1    1803.0        9.065         0.87          8.27          ""           	0.09447625
  Ruprecht_174      310.856   37.031    78.012    -3.377    0.066   94     -3.154    -4.675    0.398   2316.7    2327.6    2343.9    2360.2    2371.1    8180.7    1817.0        8.9           1.26          7.13          ""           	0.07967125
  Ruprecht_176      243.676   -51.332   331.899   -0.269    0.039   130    -2.644    -2.984    0.335   2700.5    2719.3    2749.3    2777.5    2798.2    6054.9    2686.0        8.76          0.81          9.89          ""           	0.1
  Ruprecht_18       111.16    -26.213   239.923   -4.942    0.085   229    -0.487    1.127     0.364   2522.8    2531.0    2544.1    2557.2    2567.0    9857.4    1499.0        8.455         0.82          6.38          -0.01        	-0.1089575
  Ruprecht_19       111.48    -21.844   236.198   -2.627    0.134   51     -2.605    3.841     0.679   1398.0    1404.1    1413.2    1421.9    1428.0    9200.5    1797.0        8.0           1.02          7.43          ""           	-0.03505625
  Ruprecht_1        99.084    -14.157   223.96    -9.692    0.126   129    -0.316    -0.9      0.631   1502.3    1507.1    1514.2    1521.3    1526.7    9471.2    1204.0        8.79          0.42          4.77          ""           	-0.06551
  Ruprecht_23       112.665   -23.383   238.074   -2.399    0.086   127    -2.078    1.56      0.341   2660.5    2677.6    2702.3    2728.9    2745.9    10033.0   3021.0        8.78          1.16          13.01         ""           	-0.1287125
  Ruprecht_24       112.964   -12.785   228.913   2.944     0.051   14     -0.781    0.462     0.483   1906.4    1925.8    1954.9    1985.1    2005.5    9735.0    1706.0        8.65          1.35          6.76          ""           	-0.0951875
  Ruprecht_25       114.192   -23.387   238.756   -1.174    0.015   33     -1.101    1.993     0.123   5972.9    6197.3    6567.0    6976.2    7279.9    13017.9   3585.0        8.895         1.33          15.02         ""           	-0.35
  Ruprecht_26       114.271   -15.587   231.982   2.699     0.187   81     -3.2      0.071     0.923   1043.6    1046.3    1050.4    1054.6    1057.5    9024.2    1456.0        7.8           1.4           8.97          0.313        	-0.0152225
  Ruprecht_27       114.423   -26.516   241.591   -2.518    0.084   128    -1.23     0.428     0.469   1993.9    2000.2    2009.7    2019.1    2025.4    9461.5    576.0         8.41          0.65          4.88          ""           	-0.06441875
  Ruprecht_28       114.9     -30.933   245.657   -4.309    0.048   133    -2.567    3.854     0.198   4283.2    4331.2    4398.5    4475.4    4523.4    10906.4   4712.0        8.76          2.45          25.54         ""           	-0.22697
  Ruprecht_29       115.279   -24.377   240.107   -0.794    0.059   37     -2.138    1.617     0.44    2092.6    2107.5    2131.6    2154.5    2170.6    9582.1    2312.0        8.6           0.69          6.42          ""           	-0.07798625
  Ruprecht_32       116.3     -25.539   241.575   -0.569    0.043   17     -2.024    3.081     0.181   4532.4    4621.9    4761.9    4912.9    5024.9    11403.3   4417.0        6.7           3.33          12.07         ""           	-0.28287125
  Ruprecht_33       116.445   -21.915   238.505   1.362     0.085   60     -1.384    0.058     0.417   2211.1    2224.6    2244.8    2265.0    2279.8    9702.9    1558.0        8.81          1.78          5.38          ""           	-0.09157625
  Ruprecht_34       116.478   -20.386   237.197   2.154     0.068   64     -2.129    1.044     0.357   2542.2    2563.8    2593.7    2625.3    2646.9    9984.8    893.0         9.1           0.28          4.13          ""           	-0.12329
  Ruprecht_35       116.548   -31.278   246.656   -3.253    0.038   50     -2.256    3.136     0.243   3595.0    3627.5    3679.5    3731.5    3770.5    10360.1   3858.0        8.44          1.22          16.45         ""           	-0.16551125
  Ruprecht_36       117.096   -26.287   242.582   -0.327    0.045   71     -2.768    0.903     0.34    2654.9    2677.7    2709.2    2742.6    2765.4    9884.5    1821.0        8.28          0.24          6.19          ""           	-0.11200625
  Ruprecht_37       117.452   -17.249   234.943   4.527     0.026   83     -1.7      2.417     0.195   4252.6    4334.5    4463.9    4601.9    4701.1    11488.8   5250.0        9.3           6.86          21.35         ""           	-0.29249
  Ruprecht_41       118.443   -26.992   243.803   0.349     0.064   70     -2.593    3.554     0.195   4340.4    4393.0    4469.5    4550.8    4608.2    11065.4   3246.0        8.865         1.64          8.07          ""           	-0.2448575
  Ruprecht_42       119.407   -25.92    243.333   1.642     0.03    68     -1.911    2.191     0.121   6275.1    6433.4    6684.1    6961.2    7159.1    12814.6   1964.0        8.7           1.15          7.48          ""           	-0.35
  Ruprecht_43       119.697   -28.805   245.927   0.355     0.032   7      -2.23     3.041     0.105   6613.8    6938.5    7460.9    8096.2    8562.1    13265.7   970.0         8.4           0.51          5.45          ""           	-0.35
  Ruprecht_44       119.708   -28.558   245.722   0.492     0.038   82     -2.381    2.935     0.152   5374.7    5441.1    5536.9    5640.1    5713.9    11755.1   4666.0        6.8           1.41          26.51         ""           	-0.32244875
  Ruprecht_45       119.894   -16.292   235.311   7.026     0.071   128    -2.712    2.817     0.192   4387.2    4442.6    4518.0    4603.5    4663.8    11499.1   1888.0        9.3           1.22          6.83          ""           	-0.29364875
  Ruprecht_47       120.57    -31.074   248.255   -0.199    0.042   65     -2.5      2.727     0.234   3713.2    3749.0    3799.2    3849.3    3885.1    10366.6   2892.0        8.18          1.47          19.98         ""           	-0.1662425
  Ruprecht_48       120.681   -32.045   249.127   -0.634    0.023   77     -2.517    2.827     0.235   3704.5    3739.5    3784.9    3837.2    3872.2    10313.6   3033.0        8.6           0.51          5.46          ""           	-0.16028
  Ruprecht_4        102.248   -10.524   222.049   -5.315    0.037   63     -0.197    0.096     0.214   3966.5    4030.3    4123.8    4221.6    4289.7    11716.4   4591.0        9.005         1.3           17.93         -0.09        	-0.318095
  Ruprecht_50       120.872   -30.873   248.221   0.128     0.038   48     -1.726    2.352     0.414   2222.2    2236.5    2259.8    2281.9    2297.5    9415.3    1834.0        8.775         0.74          6.3           ""           	-0.05922125
  Ruprecht_54       122.844   -31.947   250.035   0.964     0.036   91     -2.66     3.124     0.193   4359.4    4412.8    4495.4    4582.8    4645.9    10740.5   5243.0        8.915         1.36          18.98         ""           	-0.20830625
  Ruprecht_58       123.71    -31.938   250.432   1.582     0.046   146    -2.68     1.388     0.266   3336.2    3356.4    3385.3    3417.1    3437.3    9995.6    2340.0        8.615         0.48          11.53         ""           	-0.124505
  Ruprecht_60       126.105   -47.207   264.095   -5.508    0.04    135    -3.788    5.401     0.186   4545.0    4586.4    4648.4    4710.4    4756.9    9945.0    5739.0        8.6           3.79          21.8          ""           	-0.1188125
  Ruprecht_61       126.327   -34.135   253.487   2.148     0.03    34     -2.556    3.866     0.271   3188.6    3243.3    3329.4    3418.0    3480.6    9818.3    6006.0        9.1           1.69          9.03          -0.4         	-0.10455875
  Ruprecht_63       128.169   -48.304   265.801   -5.014    0.063   107    -2.541    3.229     0.216   4003.2    4038.7    4086.1    4141.4    4177.0    9544.4    4829.0        8.9           2.68          17.78         ""           	-0.073745
  Ruprecht_66       130.142   -38.071   258.487   2.291     0.041   141    -3.115    3.085     0.222   3911.8    3944.0    3992.3    4040.5    4076.7    9937.2    3552.0        8.91          2.07          12.8          ""           	-0.117935
  Ruprecht_67       130.464   -43.363   262.818   -0.761    0.058   60     -4.42     3.646     0.624   1519.5    1525.0    1532.3    1540.2    1545.7    8665.9    1342.0        8.6           0.73          7.26          ""           	0.02508625
  Ruprecht_68       131.147   -35.9     257.266   4.259     0.074   352    -2.619    5.61      0.301   2994.0    3008.0    3026.7    3047.7    3061.8    9474.4    2181.0        9.35          3.84          8.25          ""           	-0.06587
  Ruprecht_71       132.316   -46.875   266.379   -1.926    0.059   49     -5.22     4.642     0.486   1919.2    1927.9    1941.3    1954.7    1964.3    8681.2    1300.0        8.84          2.29          5.57          ""           	0.023365
  Ruprecht_75       140.486   -56.314   276.788   -4.477    0.022   55     -6.118    4.995     0.202   4220.0    4265.1    4335.3    4405.5    4455.6    8928.3    4405.0        9.09          0.97          11.92         ""           	-0.00443375
  Ruprecht_76       141.077   -51.651   273.753   -0.916    0.057   42     -6.571    3.601     0.466   1996.1    2006.6    2021.3    2037.2    2047.7    8451.8    1332.0        8.15          0.62          5.73          ""           	0.0491725
  Ruprecht_77       141.821   -55.119   276.488   -3.097    0.045   23     -6.286    4.84      0.242   3517.2    3581.2    3686.6    3795.7    3878.6    8727.5    4089.0        7.95          6.54          14.87         ""           	0.01815625
  Ruprecht_78       142.282   -53.696   275.699   -1.883    0.036   102    -3.892    3.252     0.097   7426.0    7634.7    7955.6    8308.7    8565.5    10936.6   1706.0        7.25          1.63          5.13          ""           	-0.2303675
  Ruprecht_79       145.259   -53.846   277.102   -0.809    0.052   178    -4.631    2.995     0.221   3944.5    3968.2    4003.7    4043.3    4070.9    8793.6    1991.0        7.265         1.38          9.38          ""           	0.01072
  Ruprecht_82       146.421   -54.004   277.724   -0.484    0.063   109    -6.443    4.348     0.43    2157.8    2166.3    2177.4    2190.9    2198.3    8331.6    2228.0        8.37          1.2           5.03          ""           	0.062695
  Ruprecht_83       147.307   -54.611   278.509   -0.619    0.03    103    -4.639    2.897     0.217   3950.3    3993.3    4059.8    4126.2    4173.1    8718.7    6020.0        6.4           2.0           18.38         ""           	0.01914625
  Ruprecht_84       147.281   -65.259   285.325   -8.825    0.06    75     -6.963    3.997     0.491   1904.2    1912.5    1924.5    1935.5    1943.8    8049.1    1546.0        8.56          0.63          10.04         ""           	0.09447625
  Ruprecht_85       150.36    -55.109   280.199   0.076     0.034   138    -4.443    3.241     0.169   4881.1    4945.4    5041.8    5144.7    5215.4    8949.0    1286.0        8.7           0.35          4.35          ""           	-0.0067625
  Ruprecht_91       161.964   -57.483   286.903   1.492     0.23    214    -11.179   2.421     0.927   1042.6    1044.0    1046.4    1048.4    1049.8    8097.9    1095.0        8.405         0.61          3.76          ""           	0.08898625
  Ruprecht_93       166.037   -61.372   290.444   -1.129    0.074   97     -6.411    3.104     0.436   2130.4    2137.5    2148.1    2158.7    2167.0    7852.1    1619.0        8.755         1.3           6.7           0.153        	0.1
  Ruprecht_94       172.772   -63.426   294.089   -1.943    0.213   71     -6.378    0.769     0.369   2485.1    2496.0    2511.5    2528.6    2541.0    7666.0    2932.0        7.0           2.92          16.21         ""           	0.1
  Ruprecht_96       177.67    -62.14    295.899   -0.101    0.049   116    -5.491    0.806     0.27    3288.7    3312.3    3349.0    3383.1    3406.6    7508.1    1251.0        9.06          0.55          5.24          ""           	0.1
  Ruprecht_97       179.369   -62.708   296.791   -0.481    0.03    47     -6.486    0.435     0.199   4261.7    4316.6    4396.5    4476.4    4531.3    7472.0    1537.0        8.65          0.72          5.18          -0.59        	0.1
  Ruprecht_98       179.715   -64.581   297.326   -2.283    0.835   111    -4.114    -8.632    2.044   481.3     481.7     482.3     482.9     483.3     8130.1    610.0         8.8           1.5           4.5           ""           	0.08536375
  SAI_108           144.729   -52.947   276.271   -0.343    0.049   50     -4.931    3.681     0.258   3378.9    3423.1    3486.3    3555.8    3603.2    8680.9    3010.0        8.755         2.42          13.3          ""           	0.02339875
  SAI_109           145.902   -50.797   275.406   1.754     0.044   86     -4.378    3.825     0.095   7478.6    7705.3    8073.7    8470.4    8782.0    11045.3   5246.0        9.0           2.52          14.96         ""           	-0.24259625
  SAI_113           155.685   -59.51    285.068   -1.898    0.031   79     -5.76     2.975     0.179   4627.3    4696.8    4801.1    4911.2    4986.5    8471.9    2025.0        8.96          0.9           4.58          ""           	0.04691125
  SAI_116           177.324   -62.226   295.762   -0.222    0.048   168    -7.729    1.339     0.206   4175.0    4210.7    4259.7    4317.6    4353.3    7537.8    2382.0        8.685         0.81          4.96          ""           	0.1
  SAI_118           205.811   -63.146   308.743   -0.861    0.088   122    -4.401    -2.335    0.514   1826.7    1832.8    1840.6    1849.3    1855.4    7330.1    1602.0        7.3           0.71          5.41          ""           	0.1
  SAI_132           299.248   31.609    68.116    1.44      0.07    175    -2.378    -4.135    0.277   3211.1    3233.2    3263.5    3293.8    3315.9    7740.6    2860.0        8.75          1.38          15.21         ""           	0.1
  SAI_149           354.506   60.541    114.022   -1.054    0.043   32     -3.901    -1.633    0.304   2906.0    2943.2    3000.1    3059.1    3098.5    9945.9    1799.0        8.4           0.25          3.88          ""           	-0.11891375
  SAI_14            21.504    62.624    126.895   0.019     0.036   45     -1.886    -1.058    0.23    3683.3    3754.4    3859.1    3971.4    4050.0    11094.7   5086.0        9.45          1.03          19.3          ""           	-0.24815375
  SAI_16            31.366    62.265    131.427   0.62      0.06    44     -0.725    -0.305    0.157   5039.9    5169.3    5367.7    5583.4    5730.0    12554.0   4739.0        9.15          1.29          12.81         ""           	-0.35
  SAI_17            35.218    59.188    134.173   -1.717    0.026   34     -0.123    -0.682    0.148   5178.8    5361.0    5661.1    6004.1    6261.3    12936.2   4000.0        8.9           0.91          12.1          ""           	-0.35
  SAI_24            44.816    60.566    138.013   1.493     0.111   111    -0.201    0.114     0.446   2082.0    2091.2    2103.9    2116.5    2125.7    10002.7   1000.0        7.2           0.28          3.88          ""           	-0.12530375
  SAI_25            45.109    57.307    139.688   -1.307    0.115   38     0.608     -1.205    0.372   2431.0    2456.7    2494.3    2533.6    2559.3    10367.8   2300.0        9.185         0.65          9.64          ""           	-0.1663775
  SAI_47            81.0      42.315    166.373   3.551     0.021   18     0.092     -0.335    0.188   4246.9    4388.3    4616.7    4872.4    5051.9    12864.1   1523.0        9.2           0.35          5.81          ""           	-0.35
  SAI_4             5.895     62.712    119.745   0.013     0.049   51     -3.095    -0.551    0.314   2840.9    2869.2    2912.7    2954.0    2984.5    10106.7   1600.0        8.8           0.42          2.62          ""           	-0.13700375
  SAI_72            103.973   0.232     213.233   1.097     0.035   10     -0.325    0.065     0.242   3418.0    3523.8    3696.2    3888.2    4025.3    11609.1   3239.0        8.485         0.52          7.34          ""           	-0.30602375
  SAI_81            118.036   -28.12    244.585   -0.54     0.056   77     -2.003    2.944     0.21    4085.1    4123.5    4178.9    4238.5    4276.9    10813.5   5165.0        8.13          2.68          18.75         ""           	-0.21651875
  SAI_86            122.055   -36.606   253.588   -2.121    0.038   90     -3.111    2.931     0.219   3929.2    3966.7    4025.1    4083.5    4125.3    10231.9   3022.0        8.65          1.49          8.22          ""           	-0.15108875
  SAI_91            129.243   -50.045   267.626   -5.483    0.049   69     -4.085    4.229     0.251   3487.6    3521.2    3571.6    3625.3    3662.3    9200.6    3330.0        8.83          1.46          10.06         ""           	-0.0350675
  SAI_94            131.171   -46.292   265.432   -2.176    0.045   65     -4.254    4.479     0.204   4129.1    4196.8    4298.3    4408.2    4484.3    9680.4    3886.0        9.09          1.05          13.0          ""           	-0.089045
  Saurer_2          126.366   -39.64    258.0     -1.005    0.026   42     -2.969    4.567     0.109   6336.0    6675.5    7255.4    7962.6    8500.1    12138.3   6020.0        9.25          1.4           15.56         ""           	-0.35
  Schuster_1        151.159   -55.857   281.008   -0.254    0.024   20     -5.102    3.768     0.139   4782.8    5181.8    5951.3    7005.8    7974.7    9274.6    1863.0        6.8           0.26          5.41          ""           	-0.0433925
  Sher_1            165.262   -60.233   289.635   -0.242    0.013   37     -5.412    2.408     0.11    6749.8    6926.2    7214.9    7503.5    7728.0    9009.5    5801.0        6.715         0.94          9.03          ""           	-0.01356875
  Skiff_J0058+68.4  14.604    68.458    123.575   5.595     0.172   375    -2.063    0.366     0.319   2848.5    2856.9    2871.5    2884.1    2894.5    10202.2   2000.0        9.01          2.99          17.72         ""           	-0.1477475
  Skiff_J0458+43.0  74.547    43.036    162.984   0.152     0.067   25     0.595     -1.109    0.382   2346.4    2382.3    2436.1    2494.0    2533.8    10693.3   3000.0        8.7           1.12          15.03         ""           	-0.20299625
  Skiff_J0507+30.8  76.78     30.846    173.754   -5.861    0.075   100    0.777     -0.692    0.171   4729.6    4831.3    4992.8    5160.3    5279.9    13288.2   5151.0        9.21          1.12          15.59         ""           	-0.35
  Skiff_J0614+12.9  93.691    12.87     197.312   -2.102    0.026   57     0.915     -1.956    0.249   3462.3    3515.9    3601.6    3691.0    3755.3    11824.8   2874.0        8.45          1.0           5.25          ""           	-0.33029
  Skiff_J0619+18.5  94.829    18.546    192.836   1.556     0.157   26     -0.529    -1.284    0.644   1459.6    1469.6    1485.5    1501.4    1512.6    9793.4    1380.0        7.9           2.42          5.3           ""           	-0.1017575
  Skiff_J1942+38.6  295.611   38.645    72.719    7.547     0.043   66     -3.131    -5.898    0.372   2460.3    2472.9    2493.4    2512.3    2526.5    7963.5    2642.0        9.25          1.19          14.53         ""           	0.1
  Skiff_J2330+60.2  352.553   60.257    113.016   -1.042    0.021   33     -3.484    -1.879    0.278   3108.4    3165.6    3254.6    3349.9    3416.6    10068.1   1801.0        8.4           0.54          9.43          ""           	-0.13266125
  Stephenson_1      283.568   36.899    66.908    15.365    0.249   97     1.11      -3.01     2.779   355.5     355.7     356.1     356.5     356.7     8211.4    373.0         7.52          1.8           5.56          ""           	0.0762175
  Stock_10          84.808    37.85     171.714   3.556     0.541   144    -3.114    -0.464    2.759   357.8     358.2     358.7     359.2     359.6     8694.4    500.0         8.42          3.1           5.04          ""           	0.02188
  Stock_12          353.923   52.685    111.459   -8.491    0.403   109    8.527     -1.846    2.261   435.8     436.2     436.8     437.3     437.7     8507.5    430.0         8.45          3.4           5.19          ""           	0.04290625
  Stock_13          168.266   -58.901   290.514   1.579     0.128   19     -6.021    1.88      0.307   2894.7    2927.8    2980.8    3033.7    3071.3    7811.3    1577.0        7.37          0.69          9.41          ""           	0.1
  Stock_14          175.925   -62.537   295.211   -0.685    0.081   46     -6.388    0.714     0.385   2384.3    2397.7    2418.5    2439.2    2454.1    7630.3    2454.0        6.8           1.14          15.88         ""           	0.1
  Stock_16          199.86    -62.622   306.145   0.075     0.056   52     -6.574    -0.991    0.222   3797.0    3871.2    3986.4    4110.0    4196.4    6799.1    1630.0        6.78          1.08          9.57          ""           	0.1
  Stock_17          355.949   62.161    115.125   0.319     0.016   13     -3.691    -1.525    0.309   2839.7    2887.1    2958.3    3034.2    3086.4    9962.8    2400.0        7.0           0.69          7.5           ""           	-0.120815
  Stock_18          0.399     64.625    117.622   2.268     0.057   26     -2.692    -0.587    0.294   3013.1    3046.2    3100.7    3155.2    3195.5    10154.6   774.0         8.68          0.16          2.14          ""           	-0.1423925
  Stock_1           294.146   25.163    60.287    2.076     0.742   183    6.034     0.302     2.447   403.1     403.4     403.8     404.2     404.5     8147.5    350.0         8.54          1.87          3.14          ""           	0.08340625
  Stock_20          6.318     62.624    119.929   -0.095    0.046   50     -3.237    -1.124    0.342   2650.3    2666.6    2691.8    2717.1    2735.2    9960.1    1100.0        8.337         1.07          5.24          ""           	-0.12051125
  Stock_21          7.59      57.922    120.126   -4.835    0.052   62     -2.161    -1.787    0.51    1831.3    1841.3    1854.0    1868.6    1877.7    9404.0    1700.0        8.825         0.64          7.36          ""           	-0.05795
